ZIP,City,State,County
41071,SouthNewport,KY,Campbell
41071,Southgate,KY,Campbell
41071,Spence,KY,Campbell
41071,SpenceSta,KY,Campbell
41071,SpenceStation,KY,Campbell
41071,Wilder,KY,Campbell
41071,Woodlawn,KY,Campbell
41072,Newport,KY,Campbell
41073,Bellevue,KY,Campbell
41073,Newport,KY,Campbell
41074,Dayton,KY,Campbell
41074,Newport,KY,Campbell
41075,FortThomas,KY,Campbell
41075,Newport,KY,Campbell
41076,ColdSprgsHighlandHts,KY,Campbell
41076,ColdSpring,KY,Campbell
41076,ColdSpringHighlandHeights,KY,Campbell
41076,Crestview,KY,Campbell
41076,HighlandHeights,KY,Campbell
41076,Newport,KY,Campbell
41080,Petersburg,KY,Boone
41081,PlummersLanding,KY,Fleming
41081,PlummersLndg,KY,Fleming
41081,PlummersMill,KY,Fleming
41083,EagleStation,KY,Carroll
41083,Sanders,KY,Carroll
41085,SilverGrove,KY,Campbell
41086,Sparta,KY,Gallatin
41091,Hamilton,KY,Boone
41091,Union,KY,Boone
41092,Verona,KY,Boone
41093,Beechburg,KY,Fleming
41093,Foxport,KY,Fleming
41093,Goddard,KY,Fleming
41093,Wallingford,KY,Fleming
41094,Beaverlick,KY,Boone
41094,Richwood,KY,Boone
41094,Walton,KY,Boone
41095,Warsaw,KY,Gallatin
41096,Washington,KY,Mason
41097,Delia,KY,Grant
41097,Heekin,KY,Grant
41097,Hilltop,KY,Grant
41097,Holbrook,KY,Grant
41097,Lawrenceville,KY,Grant
41097,Stewartsville,KY,Grant
41097,Williamstown,KY,Grant
41098,Worthville,KY,Carroll
41099,Newport,KY,Campbell
41099,NorthernKentuckyUniversity,KY,Campbell
41101,Ashland,KY,Boyd
41101,Bellefonte,KY,Boyd
41101,Ironville,KY,Boyd
41101,Meads,KY,Boyd
41101,Millseat,KY,Boyd
41101,Naples,KY,Boyd
41101,Princess,KY,Boyd
41101,Rockdale,KY,Boyd
41101,WestFairview,KY,Boyd
41102,Ashland,KY,Boyd
41105,Ashland,KY,Boyd
41105,Naples,KY,Boyd
41114,Ashland,KY,Boyd
41114,AshlandOilInc,KY,Boyd
41121,Argillite,KY,Greenup
41124,Blaine,KY,Lawrence
41124,Cordell,KY,Lawrence
41124,Wilbur,KY,Lawrence
41125,Bruin,KY,Elliott
41127,CampDix,KY,Lewis
41128,Carter,KY,Carter
41128,SmithsCreek,KY,Carter
41129,Catlettsburg,KY,Boyd
41131,Concord,KY,Lewis
41132,Denton,KY,Carter
41135,Emerson,KY,Lewis
41135,HeadOfGrassy,KY,Lewis
41137,Firebrick,KY,Lewis
41139,Flatwoods,KY,Greenup
41141,Garrison,KY,Lewis
41142,Grahn,KY,Carter
41143,Fultz,KY,Carter
41143,Grayson,KY,Carter
41143,Jeriel,KY,Carter
41143,JohnsRun,KY,Carter
41144,Greenup,KY,Greenup
41144,Load,KY,Greenup
41144,Wurtland,KY,Greenup
41146,FairviewHill,KY,Carter
41146,Hitchins,KY,Carter
41149,Isonville,KY,Elliott
41150,Jacobs,KY,Carter
41150,OliveHill,KY,Carter
41156,Lloyd,KY,Greenup
41159,Martha,KY,Lawrence
41160,Mazie,KY,Lawrence
41163,Oldtown,KY,Greenup
41164,Ault,KY,Carter
41164,Brinegar,KY,Carter
41164,ClarkHill,KY,Carter
41164,CountsCrossRoads,KY,Carter
41164,Enterprise,KY,Carter
41164,Fitch,KY,Carter
41164,GarvinRidge,KY,Carter
41164,Gimlet,KY,Carter
41164,Globe,KY,Carter
41164,Ibex,KY,Carter
41164,Lawton,KY,Carter
41164,Limestone,KY,Carter
41164,OliveHill,KY,Carter
41164,Prater,KY,Carter
41164,SmokyValley,KY,Carter
41164,Stark,KY,Carter
41164,UpperTygart,KY,Carter
41164,Wolf,KY,Carter
41166,Quincy,KY,Lewis
41168,Coalton,KY,Boyd
41168,Kilgore,KY,Boyd
41168,Rush,KY,Boyd
41169,Russell,KY,Greenup
41170,SaintPaul,KY,Lewis
41170,StPaul,KY,Lewis
41171,Burke,KY,Elliott
41171,LittleSandy,KY,Elliott
41171,Lytten,KY,Elliott
41171,Newfoundland,KY,Elliott
41171,SandyHook,KY,Elliott
41173,Soldier,KY,Carter
41174,SouthPortsmouth,KY,Greenup
41175,Beechy,KY,Greenup
41175,Fullerton,KY,Greenup
41175,Limeville,KY,Greenup
41175,LowerKingsAddition,KY,Greenup
41175,Maloneton,KY,Greenup
41175,Siloam,KY,Greenup
41175,SouthShore,KY,Greenup
41175,UpperKingsAddition,KY,Greenup
41175,York,KY,Greenup
41177,Stephens,KY,Elliott
41179,Carrs,KY,Lewis
41179,Charters,KY,Lewis
41179,Clarksburg,KY,Lewis
41179,Fearisville,KY,Lewis
41179,GlenSprings,KY,Lewis
41179,Heselton,KY,Lewis
41179,Kinniconick,KY,Lewis
41179,Petersville,KY,Lewis
41179,Trace,KY,Lewis
41179,Trinity,KY,Lewis
41179,Vanceburg,KY,Lewis
41180,Cherokee,KY,Lawrence
41180,Webbville,KY,Lawrence
41181,Willard,KY,Carter
41183,Worthington,KY,Greenup
41189,Burtonville,KY,Lewis
41189,Epworth,KY,Lewis
41189,PoplarFlat,KY,Lewis
41189,Ribolt,KY,Lewis
41189,Tollesboro,KY,Lewis
41201,Adams,KY,Lawrence
41201,Louisa,KY,Lawrence
41203,Beauty,KY,Martin
41204,BoonsCamp,KY,Johnson
41211,Culver,KY,Elliott
41211,Halcom,KY,Elliott
41211,Sarah,KY,Elliott
41214,Davella,KY,Martin
41214,Debord,KY,Martin
41215,Denver,KY,Johnson
41216,EastPoint,KY,Johnson
41219,Elna,KY,Johnson
41219,Flatgap,KY,Johnson
41219,GillemBranch,KY,Johnson
41219,Redbush,KY,Johnson
41219,Winifred,KY,Johnson
41222,Collista,KY,Johnson
41222,Hagerhill,KY,Johnson
41222,MendolaVillage,KY,Johnson
41224,Inez,KY,Martin
41224,Job,KY,Martin
41226,Keaton,KY,Johnson
41228,Leander,KY,Johnson
41230,Clifford,KY,Lawrence
41230,Fallsburg,KY,Lawrence
41230,Louisa,KY,Lawrence
41230,Richardson,KY,Lawrence
41231,Lovely,KY,Martin
41232,Lowmansville,KY,Lawrence
41234,Meally,KY,Johnson
41237,Offutt,KY,Johnson
41238,Manila,KY,Johnson
41238,OilSprings,KY,Johnson
41240,Nippa,KY,Johnson
41240,Paintsville,KY,Johnson
41240,Thealka,KY,Johnson
41250,Laura,KY,Martin
41250,Pilgrim,KY,Martin
41254,River,KY,Johnson
41255,Sitka,KY,Johnson
41256,BarnettsCreek,KY,Johnson
41256,Staffordsville,KY,Johnson
41257,Chandlerville,KY,Johnson
41257,Stambaugh,KY,Johnson
41258,Riceville,KY,Johnson
41258,SwampBranch,KY,Johnson
41260,Thelma,KY,Johnson
41261,Threeforks,KY,Martin
41262,Davisport,KY,Martin
41262,Milo,KY,Martin
41262,Tomahawk,KY,Martin
41263,TutorKey,KY,Johnson
41264,Ulysses,KY,Lawrence
41265,JohnsCreek,KY,Johnson
41265,VanLear,KY,Johnson
41266,Fuget,KY,Johnson
41266,Volga,KY,Johnson
41267,Hode,KY,Martin
41267,Warfield,KY,Martin
41268,WestVanLear,KY,Johnson
41269,Whitehouse,KY,Johnson
41271,Williamsport,KY,Johnson
41274,Wittensville,KY,Johnson
41301,Campton,KY,Wolfe
41301,Flat,KY,Wolfe
41301,Gillmore,KY,Wolfe
41301,Leeco,KY,Wolfe
41301,Mary,KY,Wolfe
41301,Maytown,KY,Wolfe
41301,Valeria,KY,Wolfe
41307,Athol,KY,Breathitt
41307,Jackson,KY,Breathitt
41310,Bays,KY,Breathitt
41311,Beattyville,KY,Lee
41311,OldLanding,KY,Lee
41311,Vada,KY,Lee
41311,Widecreek,KY,Lee
41311,YellowRock,KY,Lee
41313,Bethany,KY,Wolfe
41314,Booneville,KY,Owsley
41314,MorrisFork,KY,Owsley
41314,Pebworth,KY,Owsley
41314,SebastiansBranch,KY,Owsley
41314,Turkey,KY,Owsley
41315,Burkhart,KY,Wolfe
41317,Clayhole,KY,Breathitt
41323,Fillmore,KY,Lee
41328,GreenHall,KY,Owsley
41332,GrassyCreek,KY,Wolfe
41332,HazelGreen,KY,Wolfe
41332,Helechawa,KY,Wolfe
41333,Heidelberg,KY,Lee
41338,IslandCity,KY,Owsley
41339,Altro,KY,Breathitt
41339,Canoe,KY,Breathitt
41339,Decoy,KY,Breathitt
41339,Elkatawa,KY,Breathitt
41339,FrozenCreek,KY,Breathitt
41339,Guage,KY,Breathitt
41339,Guerrant,KY,Breathitt
41339,Haddix,KY,Breathitt
41339,Jackson,KY,Breathitt
41339,Little,KY,Breathitt
41339,Saldee,KY,Breathitt
41339,WolfCoal,KY,Breathitt
41339,Wolverine,KY,Breathitt
41340,Lambric,KY,Breathitt
41342,LeeCity,KY,Wolfe
41344,Lerose,KY,Owsley
41347,Lone,KY,Lee
41348,Hardshell,KY,Breathitt
41348,LostCreek,KY,Breathitt
41348,Ned,KY,Breathitt
41351,Mistletoe,KY,Owsley
41352,Mize,KY,Morgan
41357,Noctor,KY,Breathitt
41360,PineRidge,KY,Wolfe
41362,Primrose,KY,Lee
41363,Quicksand,KY,Breathitt
41364,Ricetown,KY,Owsley
41365,Rogers,KY,Wolfe
41366,Rousseau,KY,Breathitt
41367,Rowdy,KY,Perry
41368,SaintHelens,KY,Lee
41377,Talbert,KY,Breathitt
41378,Tallega,KY,Lee
41385,Sewell,KY,Breathitt
41385,Taulbee,KY,Breathitt
41385,Vancleve,KY,Breathitt
41386,Vincent,KY,Owsley
41390,Whick,KY,Breathitt
41396,Zachariah,KY,Lee
41397,Zoe,KY,Lee
41406,Buskirk,KY,Morgan
41408,CannelCity,KY,Morgan
41410,Cisco,KY,Magoffin
41413,Crockett,KY,Morgan
41417,Dingus,KY,Morgan
41419,Edna,KY,Magoffin
41421,Elkfork,KY,Morgan
41422,Elsie,KY,Magoffin
41425,Ezel,KY,Morgan
41426,Falcon,KY,Magoffin
41427,FlatFork,KY,Magoffin
41433,Gapville,KY,Magoffin
41443,Insko,KY,Morgan
41444,Ivyton,KY,Magoffin
41447,Lenox,KY,Morgan
41451,Malone,KY,Morgan
41452,Marshallville,KY,Magoffin
41456,Mima,KY,Morgan
41457,Moon,KY,Morgan
41459,Ophir,KY,Morgan
41464,Gypsy,KY,Magoffin
41464,Royalton,KY,Magoffin
41465,Bethanna,KY,Magoffin
41465,BurningFork,KY,Magoffin
41465,Carver,KY,Magoffin
41465,Conley,KY,Magoffin
41465,Cutuno,KY,Magoffin
41465,Cyrus,KY,Magoffin
41465,Duco,KY,Magoffin
41465,Ever,KY,Magoffin
41465,Foraker,KY,Magoffin
41465,Fredville,KY,Magoffin
41465,Fritz,KY,Magoffin
41465,Gifford,KY,Magoffin
41465,Hager,KY,Magoffin
41465,Harper,KY,Magoffin
41465,Hendricks,KY,Magoffin
41465,Lickburg,KY,Magoffin
41465,Logville,KY,Magoffin
41465,Maggard,KY,Magoffin
41465,Mashfork,KY,Magoffin
41465,Salyersville,KY,Magoffin
41465,Stella,KY,Magoffin
41465,Sublett,KY,Magoffin
41465,Swampton,KY,Magoffin
41465,Wonnie,KY,Magoffin
41466,Seitz,KY,Magoffin
41467,Silverhill,KY,Morgan
41472,BlairsMill,KY,Morgan
41472,Blaze,KY,Morgan
41472,Caney,KY,Morgan
41472,Cottle,KY,Morgan
41472,Elamton,KY,Morgan
41472,Index,KY,Morgan
41472,Matthew,KY,Morgan
41472,Relief,KY,Morgan
41472,StacyFork,KY,Morgan
41472,WestLiberty,KY,Morgan
41472,Yocum,KY,Morgan
41474,WhiteOak,KY,Morgan
41477,WestLiberty,KY,Morgan
41477,Wrigley,KY,Morgan
41501,BroadBottom,KY,Pike
41501,Gulnare,KY,Pike
41501,Mccombs,KY,Pike
41501,Meta,KY,Pike
41501,Pikeville,KY,Pike
41501,Piso,KY,Pike
41502,Pikeville,KY,Pike
41503,SouthWilliamson,KY,Pike
41512,Ashcamp,KY,Pike
41513,Belcher,KY,Pike
41513,FerrellsCreek,KY,Pike
41514,Belfry,KY,Pike
41514,Hatfield,KY,Pike
41517,Burdine,KY,Letcher
41518,Burnwell,KY,Pike
41519,Canada,KY,Pike
41520,Dorton,KY,Pike
41521,Draffin,KY,Pike
41522,BeaverBottom,KY,Pike
41522,BigBranch,KY,Pike
41522,Cedarville,KY,Pike
41522,Dunleary,KY,Pike
41522,ElkhornCity,KY,Pike
41522,Praise,KY,Pike
41522,RoadCreekJunction,KY,Pike
41522,Senterville,KY,Pike
41522,Venters,KY,Pike
41522,Wolfpit,KY,Pike
41524,Biggs,KY,Pike
41524,Fedscreek,KY,Pike
41526,FordsBranch,KY,Pike
41527,ForestHills,KY,Pike
41528,BoardTree,KY,Pike
41528,Freeburn,KY,Pike
41528,JohnsonBottom,KY,Pike
41529,Aflex,KY,Pike
41529,Goody,KY,Pike
41531,Hardy,KY,Pike
41534,Hellier,KY,Pike
41535,Huddy,KY,Pike
41536,Jamboree,KY,Pike
41537,Dunham,KY,Letcher
41537,EastJenkins,KY,Letcher
41537,Gaskill,KY,Letcher
41537,Jenkins,KY,Letcher
41537,Lionilli,KY,Letcher
41537,PayneGap,KY,Letcher
41537,PottersFork,KY,Letcher
41538,Jonancy,KY,Pike
41539,Kimper,KY,Pike
41540,LickCreek,KY,Pike
41542,Lookout,KY,Pike
41543,McAndrews,KY,Pike
41543,Mcandrews,KY,Pike
41544,McCarr,KY,Pike
41546,McVeigh,KY,Pike
41547,Majestic,KY,Pike
41548,Flanary,KY,Pike
41548,Mouthcard,KY,Pike
41548,Toonerville,KY,Pike
41549,Myra,KY,Pike
41550,Nelse,KY,Pike
41553,Coleman,KY,Pike
41553,PawPaw,KY,Pike
41553,Phelps,KY,Pike
41554,Phyllis,KY,Pike
41555,Pinsonfork,KY,Pike
41557,Fishtrap,KY,Pike
41557,Jonican,KY,Pike
41557,Raccoon,KY,Pike
41558,Hardy,KY,Pike
41558,Ransom,KY,Pike
41559,Regina,KY,Pike
41560,Douglas,KY,Pike
41560,RobinsonCreek,KY,Pike
41561,Rockhouse,KY,Pike
41562,GreasyCreek,KY,Pike
41562,Millard,KY,Pike
41562,Shelbiana,KY,Pike
41562,Sutton,KY,Pike
41563,ShelbyGap,KY,Pike
41564,Sidney,KY,Pike
41566,Steele,KY,Pike
41567,Stone,KY,Pike
41568,Argo,KY,Pike
41568,Stopover,KY,Pike
41568,Woodman,KY,Pike
41569,Belfry,KY,Pike
41569,Toler,KY,Pike
41570,TurkeyCreek,KY,Pike
41571,Varney,KY,Pike
41572,Etty,KY,Pike
41572,Hartley,KY,Pike
41572,Speight,KY,Pike
41572,Virgie,KY,Pike
41572,Wales,KY,Pike
41601,Allen,KY,Floyd
41601,NewAllen,KY,Floyd
41601,OldAllen,KY,Floyd
41602,Auxier,KY,Floyd
41603,Banner,KY,Floyd
41604,Beaver,KY,Floyd
41604,Ligon,KY,Floyd
41605,BetsyLayne,KY,Floyd
41605,Justell,KY,Floyd
41606,Bevinsville,KY,Floyd
41606,Halo,KY,Floyd
41607,BlueRiver,KY,Floyd
41612,Bypro,KY,Floyd
41614,Craynor,KY,Floyd
41615,Dana,KY,Floyd
41616,David,KY,Floyd
41619,Drift,KY,Floyd
41621,Dwale,KY,Floyd
41622,Eastern,KY,Floyd
41626,Endicott,KY,Floyd
41630,Garrett,KY,Floyd
41631,Grethel,KY,Floyd
41632,Gunlock,KY,Magoffin
41632,Waldo,KY,Magoffin
41635,Amba,KY,Floyd
41635,Galveston,KY,Floyd
41635,Harold,KY,Floyd
41635,Laynesville,KY,Floyd
41635,Osborn,KY,Floyd
41636,Buckingham,KY,Floyd
41636,HiHat,KY,Floyd
41636,Price,KY,Floyd
41637,Hippo,KY,Floyd
41637,Pyramid,KY,Floyd
41637,Pyrmid,KY,Floyd
41639,Honaker,KY,Floyd
41640,Elmrock,KY,Floyd
41640,Hueysville,KY,Floyd
41641,Hunter,KY,Floyd
41642,Ivel,KY,Floyd
41643,Lackey,KY,Floyd
41645,Langley,KY,Floyd
41645,Warco,KY,Floyd
41647,EastMcDowell,KY,Floyd
41647,McDowell,KY,Floyd
41647,Orkney,KY,Floyd
41649,Hite,KY,Floyd
41649,Martin,KY,Floyd
41649,Risner,KY,Floyd
41650,Melvin,KY,Floyd
41651,Minnie,KY,Floyd
41653,Bonanza,KY,Floyd
41653,Cliff,KY,Floyd
41653,Dock,KY,Floyd
41653,Emma,KY,Floyd
41653,Lancer,KY,Floyd
41653,Prestonsburg,KY,Floyd
41653,Sloan,KY,Floyd
41653,Watergap,KY,Floyd
41655,Printer,KY,Floyd
41659,Stanville,KY,Floyd
41660,Teaberry,KY,Floyd
41663,Tram,KY,Floyd
41666,Estill,KY,Floyd
41666,Wayland,KY,Floyd
41667,Weeksbury,KY,Floyd
41668,Prestonsburg,KY,Floyd
41668,WestPrestonsburg,KY,Floyd
41669,Wheelwright,KY,Floyd
41701,Darfork,KY,Perry
41701,Hazard,KY,Perry
41701,Walkertown,KY,Perry
41702,Hazard,KY,Perry
41710,Allock,KY,Perry
41712,Ary,KY,Perry
41713,Avawam,KY,Perry
41714,BearBranch,KY,Leslie
41719,BlueDiamond,KY,Perry
41719,Bonnyman,KY,Perry
41719,Butterfly,KY,Perry
41720,BrownsFork,KY,Perry
41721,Buckhorn,KY,Perry
41722,Ajax,KY,Perry
41722,Bulan,KY,Perry
41722,Duane,KY,Perry
41722,Heiner,KY,Perry
41722,Talcum,KY,Perry
41722,Tribbey,KY,Perry
41723,Busy,KY,Perry
41723,Toulouse,KY,Perry
41725,Carrie,KY,Knott
41727,Chavies,KY,Perry
41727,Engle,KY,Perry
41728,Cinda,KY,Leslie
41729,Combs,KY,Perry
41729,Dolan,KY,Perry
41729,Lennut,KY,Perry
41730,Confluence,KY,Leslie
41730,Shoal,KY,Leslie
41731,Cornettsville,KY,Perry
41731,Ulvah,KY,Perry
41731,Wentz,KY,Perry
41732,Cutshin,KY,Leslie
41733,Daisy,KY,Perry
41735,Delphia,KY,Perry
41736,Dice,KY,Perry
41739,Dwarf,KY,Perry
41740,Bearville,KY,Knott
41740,Emmalena,KY,Knott
41740,Tina,KY,Knott
41743,Fisty,KY,Knott
41745,GaysCreek,KY,Perry
41746,Happy,KY,Perry
41747,Hardburly,KY,Perry
41749,Dryhill,KY,Leslie
41749,Hyden,KY,Leslie
41749,Kaliopi,KY,Leslie
41751,Jeff,KY,Perry
41754,Krypton,KY,Perry
41754,Napfor,KY,Perry
41756,Leatherwood,KY,Perry
41759,Anco,KY,Knott
41759,Sassafras,KY,Knott
41760,Scuddy,KY,Perry
41762,Hyden,KY,Leslie
41762,Sizerock,KY,Leslie
41763,Slemp,KY,Perry
41764,Smilax,KY,Leslie
41766,Thousandsticks,KY,Leslie
41771,Typo,KY,Perry
41772,Vest,KY,Knott
41773,Kodak,KY,Perry
41773,Vicco,KY,Perry
41774,Farler,KY,Perry
41774,Fusonia,KY,Perry
41774,Viper,KY,Perry
41775,Wendover,KY,Leslie
41776,Frew,KY,Leslie
41776,Wooton,KY,Leslie
41777,BigFork,KY,Leslie
41777,BigRock,KY,Leslie
41777,Yeaddiss,KY,Leslie
41778,Yerkes,KY,Perry
41801,Amburgey,KY,Knott
41804,Blackey,KY,Letcher
41804,Carcassonne,KY,Letcher
41805,Brinkley,KY,Knott
41810,Cromona,KY,Letcher
41810,TolliverTown,KY,Letcher
41812,Deane,KY,Letcher
41815,Ermine,KY,Letcher
41817,Garner,KY,Knott
41817,Larkslane,KY,Knott
41819,Gilly,KY,Letcher
41819,Gordon,KY,Letcher
41821,Hallie,KY,Letcher
41821,Skyline,KY,Letcher
41822,Hindman,KY,Knott
41823,Hollybush,KY,Knott
41824,Isom,KY,Letcher
41825,Jackhorn,KY,Letcher
41826,Jeremiah,KY,Letcher
41828,Kite,KY,Knott
41828,Puncheon,KY,Knott
41829,Kona,KY,Letcher
41831,Leburn,KY,Knott
41831,SoftShell,KY,Knott
41832,CarbonGlow,KY,Letcher
41832,Letcher,KY,Letcher
41833,Linefork,KY,Letcher
41834,Littcarr,KY,Knott
41835,McRoberts,KY,Letcher
41836,Bath,KY,Knott
41836,Mallie,KY,Knott
41837,Mayking,KY,Letcher
41838,Millstone,KY,Letcher
41839,Mousie,KY,Knott
41840,Fleming,KY,Letcher
41840,Hall,KY,Letcher
41840,Neon,KY,Letcher
41843,Omaha,KY,Knott
41843,PineTop,KY,Knott
41844,PippaPasses,KY,Knott
41845,Premium,KY,Letcher
41847,CarrCreek,KY,Knott
41847,Redfox,KY,Knott
41848,Roxana,KY,Letcher
41849,Seco,KY,Letcher
41855,Thornton,KY,Letcher
41858,Crown,KY,Letcher
41858,Democrat,KY,Letcher
41858,Dongola,KY,Letcher
41858,KingsCreek,KY,Letcher
41858,Oscaloosa,KY,Letcher
41858,Van,KY,Letcher
41858,Whitesburg,KY,Letcher
41859,Dema,KY,Knott
41861,PippaPasses,KY,Knott
41861,Raven,KY,Knott
41862,DryCreek,KY,Knott
41862,Topmost,KY,Knott
42001,Avondale,KY,Mccracken
42001,BarkleyRegionalAirport,KY,Mccracken
42001,Fremont,KY,Mccracken
42001,Hendron,KY,Mccracken
42001,KentuckyOaksMall,KY,Mccracken
42001,LoneOak,KY,Mccracken
42001,Massac,KY,Mccracken
42001,Oakdale,KY,Mccracken
42001,Paducah,KY,Mccracken
42001,PaducahMall,KY,Mccracken
42001,Reidland,KY,Mccracken
42001,SaintJohns,KY,Mccracken
42002,Paducah,KY,Mccracken
42003,Paducah,KY,Mccracken
42020,Almo,KY,Calloway
42020,AlmoHeights,KY,Calloway
42021,Arlington,KY,Carlisle
42022,Bandana,KY,Ballard
42023,Bardwell,KY,Carlisle
42024,Barlow,KY,Ballard
42025,Benton,KY,Marshall
42025,Draffenville,KY,Marshall
42025,Fairdealing,KY,Marshall
42025,Palma,KY,Marshall
42025,Sharpe,KY,Marshall
42026,Blandville,KY,Ballard
42027,Boaz,KY,Graves
42028,Burna,KY,Livingston
42029,CalvertCity,KY,Marshall
42031,Clinton,KY,Hickman
42031,Croley,KY,Hickman
42031,Fulgham,KY,Hickman
42031,Moscow,KY,Hickman
42031,NewCypress,KY,Hickman
42031,Oakton,KY,Hickman
42032,Columbus,KY,Hickman
42033,Crayne,KY,Crittenden
42035,Cunningham,KY,Carlisle
42036,Dexter,KY,Calloway
42037,Dycusburg,KY,Crittenden
42038,Confederate,KY,Lyon
42038,Eddyville,KY,Lyon
42038,Lamasco,KY,Lyon
42038,Overlook,KY,Lyon
42039,FancyFarm,KY,Graves
42040,BellCity,KY,Graves
42040,Farmington,KY,Graves
42041,Cayce,KY,Fulton
42041,Crutchfield,KY,Fulton
42041,Fulton,KY,Fulton
42044,Gilbertsville,KY,Marshall
42045,GrandRivers,KY,Livingston
42045,Iuka,KY,Livingston
42045,LakeCity,KY,Livingston
42046,Hamlin,KY,Calloway
42047,Hampton,KY,Livingston
42047,Joy,KY,Livingston
42048,Aurora,KY,Marshall
42048,Hardin,KY,Marshall
42049,Hazel,KY,Calloway
42050,Hickman,KY,Fulton
42051,Dogwood,KY,Graves
42051,Folsomdale,KY,Graves
42051,Hickory,KY,Graves
42051,Kaler,KY,Graves
42051,Pottsville,KY,Graves
42051,Viola,KY,Graves
42051,WestViola,KY,Graves
42053,Kevil,KY,Ballard
42054,Kirksey,KY,Calloway
42055,Kuttawa,KY,Lyon
42055,Suwanee,KY,Lyon
42056,Gage,KY,Ballard
42056,LaCenter,KY,Ballard
42058,Ledbetter,KY,Livingston
42059,Lola,KY,Livingston
42060,Lovelaceville,KY,Ballard
42061,Lowes,KY,Graves
42063,Lynnville,KY,Graves
42064,Frances,KY,Crittenden
42064,Levias,KY,Crittenden
42064,Marion,KY,Crittenden
42064,Mattoon,KY,Crittenden
42064,Mexico,KY,Crittenden
42064,NewSalem,KY,Crittenden
42064,Repton,KY,Crittenden
42064,Sheridan,KY,Crittenden
42064,Tribune,KY,Crittenden
42064,WinslowPark,KY,Crittenden
42066,Mayfield,KY,Graves
42069,Melber,KY,Mccracken
42070,Milburn,KY,Carlisle
42071,Coldwater,KY,Calloway
42071,CollegeCampus,KY,Calloway
42071,Faxon,KY,Calloway
42071,LynnGrove,KY,Calloway
42071,Murray,KY,Calloway
42071,Shiloh,KY,Calloway
42071,University,KY,Calloway
42071,VanCleve,KY,Calloway
42076,NewConcord,KY,Calloway
42078,Salem,KY,Livingston
42079,Sedalia,KY,Graves
42081,Carrsville,KY,Livingston
42081,Smithland,KY,Livingston
42082,Symsonia,KY,Graves
42083,Tiline,KY,Livingston
42084,Tolu,KY,Crittenden
42085,WaterValley,KY,Graves
42086,Camelia,KY,Mccracken
42086,Grahamville,KY,Mccracken
42086,Heath,KY,Mccracken
42086,HighPoint,KY,Mccracken
42086,WestPaducah,KY,Mccracken
42087,Wickliffe,KY,Ballard
42088,Wingo,KY,Graves
42101,BowlingGreen,KY,Warren
42101,BowlingGrn,KY,Warren
42101,CollegeHeights,KY,Warren
42101,PlumSprings,KY,Warren
42102,BowlingGreen,KY,Warren
42103,BowlingGreen,KY,Warren
42104,BowlingGreen,KY,Warren
42120,Adolphus,KY,Allen
42122,AllenSprings,KY,Warren
42122,Alvaton,KY,Warren
42123,Austin,KY,Barren
42123,Cooktown,KY,Barren
42124,Beaumont,KY,Metcalfe
42127,CaveCity,KY,Barren
42128,Drake,KY,Warren
42129,Beechville,KY,Metcalfe
42129,CaveRidge,KY,Metcalfe
42129,CedarFlat,KY,Metcalfe
42129,Cork,KY,Metcalfe
42129,Edmonton,KY,Metcalfe
42129,Goodluck,KY,Metcalfe
42129,Randolph,KY,Metcalfe
42129,Subtle,KY,Metcalfe
42129,SulphurWell,KY,Metcalfe
42130,88,KY,Barren
42130,EightyEight,KY,Barren
42131,Dryfork,KY,Barren
42131,Etoile,KY,Barren
42133,FountainRun,KY,Monroe
42134,Franklin,KY,Simpson
42135,Franklin,KY,Simpson
42140,Bugtussle,KY,Monroe
42140,Fleet,KY,Monroe
42140,Freetown,KY,Monroe
42140,Gamaliel,KY,Monroe
42141,DryFork,KY,Barren
42141,Glasgow,KY,Barren
42141,Haywood,KY,Barren
42141,Lamb,KY,Barren
42141,TempleHill,KY,Barren
42142,Glasgow,KY,Barren
42150,Halfway,KY,Allen
42151,Hestand,KY,Monroe
42152,Hiseville,KY,Barren
42153,Holland,KY,Allen
42154,KnobLick,KY,Metcalfe
42156,Lucas,KY,Barren
42157,MountHerman,KY,Monroe
42157,MountHermon,KY,Monroe
42159,Oakland,KY,Warren
42160,CedarSpring,KY,Barren
42160,ParkCity,KY,Barren
42163,RockyHill,KY,Edmonson
42164,Gainesville,KY,Allen
42164,Halifax,KY,Allen
42164,Scottsville,KY,Allen
42164,Trammel,KY,Allen
42166,EightyEight,KY,Metcalfe
42166,SummerShade,KY,Metcalfe
42166,WillowShade,KY,Metcalfe
42167,Boles,KY,Monroe
42167,Flippin,KY,Monroe
42167,Forkton,KY,Monroe
42167,GumTree,KY,Monroe
42167,MudLick,KY,Monroe
42167,TVille,KY,Monroe
42167,Tompkinsville,KY,Monroe
42170,Woodburn,KY,Warren
42171,SmithsGrove,KY,Warren
42201,Aberdeen,KY,Butler
42202,Adairville,KY,Logan
42203,Allegre,KY,Todd
42204,Allensville,KY,Todd
42204,Keysburg,KY,Todd
42206,Auburn,KY,Logan
42206,Richelieu,KY,Logan
42207,BeeSpring,KY,Edmonson
42209,Brooklyn,KY,Butler
42210,Brownsville,KY,Edmonson
42211,BlueSpring,KY,Trigg
42211,BlueWaterEstates,KY,Trigg
42211,Cadiz,KY,Trigg
42211,Canton,KY,Trigg
42211,Donaldson,KY,Trigg
42211,GoldenPond,KY,Trigg
42211,Ironton,KY,Trigg
